,Bi_Grams,Freq
8239,کبھی جاناں,1
8240,جاناں کے,1
8241,کے دامن,1
8242,دامن کو,1
8243,کو ابھی,1
8244,ابھی ہم,1
8245,ہم قتل,1
8246,قتل گہ,1
8247,گہ کا,1
8248,کا دیکھنا,1
8249,دیکھنا آساں,1
8250,آساں سمجھتے,1
8251,ہیں نہیں,1
8252,دیکھا شناور,1
8253,شناور جوے,1
8254,جوے خوں,1
8256,تیرے تو,1
8258,سن کو,1
8259,کو ہوا,1
8260,ہوا چرچا,1
8261,چرچا جو,1
8262,جو میرے,1
8418,دہن کے,1
8419,کے سویدا,1
8420,سویدا میں,1
8599,لیکن ذرا,1
8587,آجاۓ گی,1
8588,گی جواب,1
8589,جواب کے,1
8590,ساتھ مجھے,1
8591,مجھے بھی,1
8592,بھی تاکہ,1
8593,تاکہ تمنّا,1
8594,تمنّا سے,1
8595,نہ مایوسی,1
8596,مایوسی ملو,1
8597,ملو رقیب,1
8598,رقیب سے,1
8600,ذرا حجاب,1
8421,میں سیرِ,1
8601,حجاب کے,1
8602,ساتھ نہ,1
8603,بہ ہرزہ,1
8604,ہرزہ روادارِ,1
8605,روادارِ سعی,1
8606,سعی بے,1
8607,بے ہودہ,1
8608,ہودہ کہ,1
8609,کہ دورِ,1
8610,دورِ عیش,1
8611,عیش ہے,1
8612,ہے مانا,1
8586,بھی آجاۓ,1
8585,جان بھی,1
8584,پہ جان,1
8583,لبوں پہ,1
8557,زمانہ مرادِ,1
8558,مرادِ دلِ,1
8559,دلِ خراب,1
8560,خراب تو,1
8561,دے اسد,1
8562,اسد خوشی,1
8563,سے مرے,1
8564,مرے ہاتھ,1
8565,ہاتھ پاؤں,1
8566,پاؤں پُھول,1
8567,پُھول گئے,1
8568,گئے کہا,1
8569,جو اُس,1
8570,اُس نے,1
8571,نے ذرا,1
8572,ذرا میرے,1
8573,میرے پاؤں,1
8574,پاؤں داب,1
8575,داب تو,1
8577,حال اس,1
8578,اس انداز,1
8579,انداز اس,1
8580,اس عتاب,1
8581,عتاب کے,1
8582,ساتھ لبوں,1
8613,مانا خیال,1
8614,خیال و,1
8615,و خواب,1
8645,ہزار حیف,1
8647,کہ اتنا,1
8648,اتنا نہیں,1
8649,کوئی غالب,1
8651,کہ جاگنے,1
8652,جاگنے کو,1
8653,ملا دیوے,1
8654,دیوے آکے,1
8655,آکے میرے,1
8656,میرے خواب,1
8657,خواب کیساتھ,1
8658,کیساتھ دوست,1
8760,کیا مسجد,1
8761,مسجد کے,1
8762,کے زیرِ,1
8763,زیرِ سایہ,1
8764,سایہ خرابات,1
8765,خرابات چاہیے,1
8766,چاہیے بھَوں,1
8767,بھَوں پاس,1
8768,پاس آنکھ,1
8769,آنکھ قبلۂِ,1
8770,قبلۂِ حاجات,1
8771,حاجات چاہیے,1
8772,چاہیے عاشق,1
8773,عاشق ہوئے,1
8646,حیف کہ,1
8644,ساتھ ہزار,1
8616,خواب کے,1
8643,حباب کے,1
1,اطفال ہے,1
8618,بہ ہر,1
8619,ہر نمط,1
8620,نمط غمِ,1
8622,دل باعثِ,1
8623,باعثِ مسرت,1
8624,مسرت ہے,1
8625,ہے نموئے,1
8626,نموئے حیرتِ,1
8627,حیرتِ دل,1
8628,ہے ترے,1
8629,ترے شباب,1
8630,شباب کے,1
8631,ساتھ لگاؤ,1
8632,لگاؤ اس,1
8633,ہے باعث,1
8634,باعث قیامِ,1
8635,قیامِ مستی,1
8636,مستی کا,1
8637,کا ہوا,1
8638,ہوا کو,1
8639,کو لاگ,1
8640,لاگ بھی,1
8641,کچھ مگر,1
8642,مگر حباب,1
8556,کبھی زمانہ,1
8555,لیکن کبھی,1
8554,ہمیں لیکن,1
8449,لے داغِ,1
8452,شب رو,1
8453,رو کا,1
8454,کا نقشِ,1
8455,ہیں بنا,1
8456,بنا کر,1
8457,کر فقیروں,1
8458,فقیروں کا,1
8460,ہم بھیس,1
8461,بھیس غالبؔ,1
8462,غالبؔ تماشائے,1
8463,تماشائے اہلِ,1
8464,اہلِ کرم,1
8465,کرم دیکھتے,1
8466,ہیں کہتے,1
8467,نہ دینگے,1
8468,دینگے ہم,1
8469,نے مدّعا,1
8470,مدّعا پایا,1
8473,دوست دارِ,1
8474,دارِ دشمن,1
8477,نالہ نا,1
8478,نا رسا,1
8479,رسا پایا,1
8483,ہا ڈھونڈھا,1
8484,ڈھونڈھا تم,1
8451,کہ شب,1
8448,نالہ لے,1
8489,پایا وہ,1
8447,تَفِ نالہ,1
8422,سیرِ عدم,1
8423,عدم یکھتے,1
8424,یکھتے ہیں,1
8425,تیرے سرو,1
8426,سرو قامت,1
8427,قامت سے,1
8428,سے اک,1
8429,اک قّدِ,1
8430,قّدِ آدم,1
8431,آدم قیامت,1
8432,قیامت کے,1
8433,کے فتنے,1
8434,فتنے کو,1
8435,کو کم,1
8436,کم دیکھتے,1
8437,ہیں تماشا,1
8438,اے محوِ,1
8439,محوِ آئینہ,1
8440,آئینہ داری,1
8441,داری تجھے,1
8442,تجھے کس,1
8443,کس تمنا,1
8444,ہم دیکھتے,1
8445,ہیں سُراغِ,1
8446,سُراغِ تَفِ,1
8485,ہا پایا,1
8491,میں تسکینِ,1
8553,کر ہمیں,1
8522,ہی تمام,1
8524,کر ہم,1
8526,دے جو,1
8527,جو بوسہ,1
8528,بوسہ تو,1
8529,تو منہ,1
8530,کہیں جواب,1
8531,جواب تو,1
8532,دے پلا,1
8533,پلا دے,1
8534,دے اوک,1
8535,اوک سے,1
8537,ساقی جو,1
8539,سے نفرت,1
8540,نفرت ہے,1
8541,ہے پیالہ,1
8542,پیالہ گر,1
8543,نہیں دیتا,1
8544,دیتا نہ,1
8545,دے شراب,1
8546,شراب تو,1
8547,دے یہ,1
8549,کون کہوے,1
8550,کہوے ہے,1
8551,ہے آباد,1
8552,آباد کر,1
8523,تمام کر,1
8521,لب ہی,1
8492,تسکینِ اضطراب,1
8519,کے جنبشِ,1
8493,اضطراب تو,1
8495,دے ولے,1
8496,ولے مجھے,1
8497,مجھے تپشِ,1
8498,تپشِ دل,1
8499,دل مجالِ,1
8500,مجالِ خواب,1
8501,خواب تو,1
8502,دے کرے,1
8503,ہے قتل,1
8504,قتل لگاوٹ,1
8505,لگاوٹ میں,1
8506,میں تیرا,1
8507,تیرا رو,1
8508,رو دینا,1
8509,دینا تری,1
8510,تری طرح,1
8511,طرح کوئی,1
8512,کوئی تیغِ,1
8513,تیغِ نگہ,1
8514,نگہ کو,1
8515,کو آب,1
8516,آب تو,1
8517,دے دِکھا,1
8518,دِکھا کے,1
8166,نہیں مجھے,1
8165,لہنا نہیں,1
8164,سے لہنا,1
7816,سمجھا ہوں,1
7803,جاتا وگرنہ,1
7804,وگرنہ ایک,1
7805,دن اپنی,1
7806,اپنی خبر,1
7807,خبر کو,1
7809,پہ کر,1
7810,رہا ہوں,1
7811,ہوں قیاس,1
7812,قیاس اہل,1
7813,اہل دہر,1
7814,دہر کا,1
7815,کا سمجھا,1
7817,ہوں دلپذیر,1
7902,ہے یہی,1
7818,دلپذیر متاعِ,1
7819,متاعِ ہنر,1
7820,ہنر کو,1
7821,غالبؔ خدا,1
7824,کہ سوارِ,1
7825,سوارِ سمندِ,1
7826,سمندِ ناز,1
7827,ناز دیکھوں,1
7828,دیکھوں علی,1
7829,علی بہادرِ,1
7830,بہادرِ عالی,1
7831,عالی گہر,1
7802,یار جاتا,1
7800,راہِ کوئے,1
7799,گیا راہِ,1
7798,بھول گیا,1
7770,چلتا ہوں,1
7771,ہوں تھوڑی,1
7772,تھوڑی دور,1
7773,دور ہر,1
7774,اک تیز,1
7777,ساتھ پہچانتا,1
7778,پہچانتا نہیں,1
7779,ہوں ابھی,1
7780,ابھی راہبر,1
7781,راہبر کو,1
7782,میں خواہش,1
7783,خواہش کو,1
7784,کو احمقوں,1
7785,احمقوں نے,1
7786,نے پرستش,1
7787,پرستش دیا,1
7788,دیا قرار,1
7789,قرار کیا,1
7790,کیا پوجتا,1
7791,پوجتا ہوں,1
7793,بتِ بیداد,1
7794,بیداد گر,1
7795,پھر بیخودی,1
7796,بیخودی میں,1
7797,میں بھول,1
7832,میں غنچۂ,1
7833,غنچۂ ناشگفتہ,1
7834,ناشگفتہ کو,1
7867,لیے آئے,1
7869,یاں خدا,1
7870,کرے پر,1
7873,کرے خدا,1
7874,خدا کہ,1
7875,یوں غیر,1
7876,سے رات,1
7877,رات کیا,1
7878,کیا بنی,1
7879,بنی یہ,1
7880,یہ جو,1
7883,تو دیکھیے,1
7884,دیکھیے سامنے,1
7885,سامنے آن,1
7886,آن بیٹھنا,1
7887,بیٹھنا اور,1
7888,اور یہ,1
7890,دیکھنا کہ,1
7891,یوں بزم,1
7892,کے رُو,1
7893,رُو برو,1
7894,برو کیوں,1
7895,نہ خموش,1
7896,خموش بیٹھیے,1
7897,بیٹھیے اس,1
7899,تو خامشی,1
7868,وہ یاں,1
7866,کو لیے,1
7835,کو دور,1
7865,رقیب کو,1
7836,دور سے,1
7837,مت دکھا,1
7838,دکھا کہ,1
7840,یوں بوسہ,1
7841,بوسہ کو,1
7842,کو پوچھتا,1
7844,بتا کہ,1
7845,یوں پرسش,1
7846,پرسش طرزِ,1
7847,طرزِ دلبری,1
7848,دلبری کیجیے,1
7849,کیجیے کیا,1
7851,بن کہے,1
7852,کہے اس,1
7853,اک اشارے,1
7854,اشارے سے,1
7856,نکلے ہے,1
7857,ادا کہ,1
7858,یوں رات,1
7859,رات کے,1
7860,کے وقت,1
7861,وقت مے,1
7862,مے پیے,1
7863,پیے ساتھ,1
7864,ساتھ رقیب,1
7769,میں چلتا,1
7767,لٹاتا نہ,1
7766,تو لٹاتا,1
7668,نہیں خیالِ,1
7670,سے خراب,1
7671,خراب ہیں,1
7672,ہیں مے,1
7673,مے کش,1
7674,کش شراب,1
7675,شراب خانہ,1
7676,خانہ کے,1
7677,کے دیوار,1
7678,در میں,1
7679,نہیں ہوا,1
7680,ہوں عشق,1
7681,کی غارت,1
7682,غارت گری,1
7684,سے شرمندہ,1
7685,شرمندہ سواے,1
7686,سواے حسرتِ,1
7687,حسرتِ تعمیر,1
7688,تعمیر گھر,1
7689,نہیں ہمارے,1
7690,ہمارے شعر,1
7691,شعر ہیں,1
7693,اب صرف,1
7694,صرف دل,1
7695,دل لگی,1
7696,لگی کے,1
7669,خیالِ جلوۂ,1
7667,اثر میں,1
7698,اسد کھلا,1
7666,نفسِ بے,1
7637,وگرنہ تاب,1
7638,تاب و,1
7639,و تواں,1
7640,تواں بال,1
7641,بال و,1
7642,و پر,1
7645,کس بہشت,1
7646,بہشت شمائل,1
7647,شمائل کی,1
7648,کی آمد,1
7649,آمد آمد,1
7650,آمد ہے,1
7651,کہ غیر,1
7652,غیر جلوۂ,1
7653,گل رہگزر,1
7655,نہیں بھلا,1
7656,بھلا اسے,1
7657,اسے نہ,1
7658,سہی کچھ,1
7659,کچھ مجھی,1
7660,مجھی کو,1
7661,کو رحم,1
7663,آتا اثر,1
7664,اثر میرے,1
7665,میرے نفسِ,1
7697,کے اسد,1
7699,کھلا کہ,1
7765,اگر تو,1
7735,پر ہزار,1
7738,کاش جانتا,1
7739,جانتا نہ,1
7740,نہ تیری,1
7741,تیری رہگزر,1
7742,رہگزر کو,1
7744,کیا جو,1
7745,جو کس,1
7746,کس کے,1
7747,کے باندھیے,1
7748,باندھیے میری,1
7749,میری بلا,1
7750,بلا ڈرے,1
7751,ڈرے کیا,1
7752,کیا جانتا,1
7753,جانتا نہیں,1
7754,ہوں تمھاری,1
7755,تمھاری کمر,1
7756,کمر کو,1
7757,میں لو,1
7758,بھی کہتے,1
7759,بے ننگ,1
7760,ننگ و,1
7761,و نام,1
7762,نام ہے,1
7764,جانتا اگر,1
7736,بار اے,1
7734,رقیب کے,1
7700,کہ فائدہ,1
7733,پڑا رقیب,1
7701,فائدہ عرضِ,1
7702,عرضِ ہنر,1
7703,ہنر میں,1
7704,نہیں حیراں,1
7706,کو روؤں,1
7707,روؤں کہ,1
7708,کہ پیٹوں,1
7709,پیٹوں جگر,1
7711,میں مقدور,1
7712,تو ساتھ,1
7713,ساتھ رکھوں,1
7714,رکھوں نوحہ,1
7715,نوحہ گر,1
7717,میں چھوڑا,1
7718,نہ رشک,1
7719,رشک نے,1
7723,نام لوں,1
7724,لوں ہر,1
7725,اک سے,1
7726,سے پوچھتا,1
7728,کہ جاؤں,1
7729,جاؤں کدھر,1
7730,کدھر کو,1
7731,میں جانا,1
7732,جانا پڑا,1
7900,خامشی میں,1
7903,یہی مدعا,1
8163,سعی سے,1
8085,ہے جایے,1
8071,مرغ کہ,1
8072,کہ گلزار,1
8073,گلزار میں,1
8074,میں صیاد,1
8075,صیاد نہیں,1
8076,نہیں نفی,1
8077,نفی سے,1
8078,سے کرتی,1
8080,ہے اثبات,1
8081,اثبات تراوش,1
8082,تراوش گویا,1
8083,گویا دی,1
8086,جایے دہن,1
7904,مدعا کہ,1
8087,دہن اس,1
8088,کو دمِ,1
8089,دمِ ایجاد,1
8090,نہیں جلوہ,1
8091,جلوہ گری,1
8092,گری میں,1
8094,سے بہشت,1
8095,بہشت یہی,1
8096,یہی نقشہ,1
8097,نقشہ ہے,1
8098,ہے ولے,1
8099,ولے اس,1
8070,اے مرغ,1
8069,مژدہ اے,1
8068,گلچیں مژدہ,1
8067,ہے گلچیں,1
8037,استاد نہیں,1
8038,نہیں وائے,1
8039,وائے محرومیِ,1
8040,محرومیِ تسلیم,1
8042,و بدا,1
8043,بدا حالِ,1
8044,حالِ وفا,1
8045,وفا جانتا,1
8047,کہ ہمیں,1
8048,ہمیں طاقتِ,1
8049,طاقتِ فریاد,1
8051,نہیں رنگِ,1
8052,رنگِ تمکینِ,1
8053,تمکینِ گل,1
8055,لالہ پریشاں,1
8056,پریشاں کیوں,1
8057,گر چراغانِ,1
8058,چراغانِ سرِ,1
8059,سرِ رہ,1
8060,رہ گزرِ,1
8061,گزرِ باد,1
8062,نہیں سَبَدِ,1
8063,سَبَدِ گل,1
8065,تلے بند,1
8066,بند کرے,1
8100,قدر آباد,1
8101,آباد نہیں,1
8103,کرتے کس,1
8134,وانگبیں کی,1
8136,لاگ دوزخ,1
8137,دوزخ میں,1
8139,ڈال دو,1
8140,دو کوئی,1
8141,کوئی لے,1
8142,لے کر,1
8143,کر بہشت,1
8144,بہشت کو,1
8145,کو ہوں,1
8146,ہوں منحرف,1
8147,منحرف نہ,1
8148,کیوں رہ,1
8150,و رسمِ,1
8151,رسمِ ثواب,1
8152,ثواب سے,1
8153,سے ٹیڑھا,1
8154,ٹیڑھا لگا,1
8155,ہے قط,1
8156,قط قلمِ,1
8157,قلمِ سر,1
8158,سر نوشت,1
8159,نوشت کو,1
8160,کو غالبؔ,1
8161,غالبؔ کچھ,1
8162,اپنی سعی,1
8135,کی لاگ,1
8133,مے وانگبیں,1
8104,ہو غربت,1
8132,نہ مے,1
8105,غربت کی,1
8106,شکایت غالبؔ,1
8107,غالبؔ تم,1
8108,کو بے,1
8109,بے مہریِ,1
8110,مہریِ یارانِ,1
8111,یارانِ وطن,1
8112,وطن یاد,1
8113,نہیں کعبہ,1
8115,جا رہا,1
8116,رہا تو,1
8117,نہ دو,1
8118,دو طعنہ,1
8119,طعنہ کیا,1
8120,کہیں بھولا,1
8121,بھولا ہوں,1
8122,ہوں حقِ,1
8123,حقِ صحبتِ,1
8124,صحبتِ اہلِ,1
8125,اہلِ کنشت,1
8126,کنشت کو,1
8127,کو طاعت,1
8128,طاعت میں,1
8129,میں تا,1
8130,تا رہے,1
8036,سیلیِ استاد,1
8035,از سیلیِ,1
8034,موج کم,1
7940,مجھے کوجے,1
7942,یار میں,1
7943,میں رہنے,1
7944,رہنے کی,1
7945,کی وضع,1
7946,وضع یاد,1
7947,یاد تھی,1
7948,تھی آئینہ,1
7949,آئینہ دار,1
7950,دار بن,1
7951,بن گئی,1
7952,گئی حیرتِ,1
7953,حیرتِ نقش,1
7955,یوں گر,1
7956,گر تیرے,1
7957,تیرے دل,1
7958,ہو خیال,1
7959,خیال وصل,1
7960,میں شوق,1
7961,شوق کا,1
7962,کا زوال,1
7963,زوال موج,1
7964,موج محیطِ,1
7965,محیطِ آب,1
7966,آب میں,1
7967,میں مارے,1
7941,کوجے یار,1
7939,کب مجھے,1
7969,ہے دست,1
7938,یوں کب,1
7905,یوں میں,1
7908,کہ بزمِ,1
7909,بزمِ ناز,1
7910,ناز چاہیے,1
7911,چاہیے غیر,1
7912,سے تہی,1
7913,تہی سن,1
7915,کے ستم,1
7916,ستم ظریف,1
7917,ظریف نے,1
7918,کو اٹھا,1
7919,اٹھا دیا,1
7920,دیا کہ,1
7921,یوں مجھ,1
7922,سے کہا,1
7924,جو یار,1
7926,نے جاتے,1
7927,ہیں ہوش,1
7928,ہوش کس,1
7930,طرح دیکھ,1
7932,کے میری,1
7933,میری بیخودی,1
7934,بیخودی چلنے,1
7935,چلنے لگی,1
7936,لگی ہوا,1
7968,مارے ہے,1
7970,و پا,1
8033,لطمۂ موج,1
8002,و مزدوریِ,1
8004,عشر تگہِ,1
8005,تگہِ خسرو,1
8006,خسرو کیا,1
8007,خوب ہم,1
8008,کو تسلیم,1
8009,تسلیم نکو,1
8010,نکو نامیِ,1
8011,نامیِ فرہاد,1
8012,فرہاد نہیں,1
8015,بھی خرابی,1
8016,خرابی میں,1
8017,میں پہ,1
8018,پہ وسعت,1
8019,وسعت معلوم,1
8020,معلوم دشت,1
8022,وہ عیش,1
8023,عیش کہ,1
8024,کہ گھر,1
8026,نہیں اہلِ,1
8027,اہلِ بینش,1
8028,بینش کو,1
8029,ہے طوفانِ,1
8030,طوفانِ حوادث,1
8031,حوادث مکتب,1
8032,مکتب لطمۂ,1
8003,مزدوریِ عشر,1
8001,نہیں عشق,1
7971,یوں جو,1
8000,بیداد نہیں,1
7972,جو یہ,1
7973,یہ کہے,1
7974,کہ ریختہ,1
7975,ریختہ کیوں,1
7976,کیوں کہ,1
7978,ہو رشکِ,1
7979,رشکِ فارسی,1
7980,فارسی گفتۂ,1
7981,گفتۂ غالبؔ,1
7982,غالبؔ ایک,1
7983,بار پڑھ,1
7985,کے اسے,1
7986,اسے سنا,1
7987,سنا کہ,1
7988,یوں نالہ,1
7989,نالہ جُز,1
7990,جُز حسنِ,1
7991,حسنِ طلب,1
7992,طلب اے,1
7993,اے ستم,1
7994,ستم ایجاد,1
7996,ہے تقاضائے,1
7997,تقاضائے جفا,1
7998,جفا شکوۂ,1
7999,شکوۂ بیداد,1
8774,ہیں آپ,1
8776,بھی ایک,1
8777,ایک اور,1
9445,بارِ دوست,1
9433,دوست جب,1
9434,میں کرتا,1
9435,ہوں اپنا,1
9436,اپنا شکوۂ,1
9437,شکوۂ ضعفِ,1
9438,ضعفِ دماغ,1
9439,دماغ سَر,1
9440,سَر کرے,1
9441,وہ حدیثِ,1
9442,حدیثِ زلفِ,1
9443,زلفِ عنبر,1
9444,عنبر بارِ,1
9446,دوست چپکے,1
9525,بھول نہ,1
9447,چپکے چپکے,1
9448,چپکے مجھ,1
9449,کو روتے,1
9450,روتے دیکھ,1
9451,دیکھ پاتا,1
9452,پاتا ہے,1
9453,اگر ہنس,1
9454,ہنس کے,1
9455,کے کرتا,1
9456,ہے بیانِ,1
9457,بیانِ شوخئ,1
9458,شوخئ گفتارِ,1
9432,وعدۂ دیدارِ,1
9431,پیامِ وعدۂ,1
9430,ہے پیامِ,1
9428,کو دیتا,1
9402,پر خوں,1
9403,خوں ہمارا,1
9404,ہمارا ساغرِ,1
9405,ساغرِ سرشارِ,1
9406,سرشارِ دوست,1
9407,دوست غیر,1
9408,غیر یوں,1
9409,یوں کرتا,1
9410,میری پرسش,1
9411,پرسش اس,1
9412,کے ہجر,1
9413,بے تکلّف,1
9414,تکلّف دوست,1
9415,دوست ہو,1
9417,جیسے کوئی,1
9418,غم خوارِ,1
9419,خوارِ دوست,1
9420,دوست تاکہ,1
9421,تاکہ میں,1
9422,میں جانوں,1
9423,جانوں کہ,1
9424,کی رسائی,1
9425,رسائی واں,1
9426,واں تلک,1
9427,تلک مجھ,1
9459,گفتارِ دوست,1
9460,دوست مہربانی,1
9461,مہربانی ہاۓ,1
9491,چيں ہے,1
9495,کو سنائے,1
9496,سنائے نہ,1
9498,بنے کيا,1
9499,کيا بنے,1
9500,بنے بات,1
9501,بات جہاں,1
9502,جہاں بات,1
9503,بات بنائے,1
9504,بنائے نہ,1
9505,بنے ميں,1
9506,ميں بلاتا,1
9507,بلاتا تو,1
9508,مگر اے,1
9509,اے جذبہ,1
9510,جذبہ ِ,1
9511,پہ بن,1
9512,بن جائے,1
9513,جائے کچھ,1
9514,کچھ ايسي,1
9515,ايسي کہ,1
9518,بنے کھيل,1
9519,کھيل سمجھا,1
9521,ہے کہيں,1
9522,کہيں چھوڑ,1
9523,چھوڑ نہ,1
9492,غم ِ,1
9490,نکتہ چيں,1
9462,ہاۓ دشمن,1
9489,دوست نکتہ,1
9463,دشمن کی,1
9464,شکایت کیجیۓ,1
9465,کیجیۓ یا,1
9466,یا بیاں,1
9467,بیاں کیجے,1
9468,کیجے سپاسِ,1
9469,سپاسِ لذّتِ,1
9470,لذّتِ آزارِ,1
9471,آزارِ دوست,1
9472,دوست یہ,1
9473,یہ غزل,1
9474,غزل اپنی,1
9475,اپنی مجھے,1
9476,مجھے جی,1
9477,جی سے,1
9478,سے پسند,1
9479,پسند آتی,1
9480,آتی ہےآپ,1
9481,ہےآپ ہے,1
9482,ہے ردیف,1
9483,ردیف شعر,1
9484,شعر میں,1
9486,غالب ز,1
9487,بس تکرارِ,1
9488,تکرارِ دوست,1
9401,دیدۂ پر,1
9400,ہے دیدۂ,1
9399,شاد ہے,1
9304,خُوبانِ دل,1
9306,آزار کے,1
9307,پاس دیکھ,1
9308,کر تجھ,1
9309,کو چمن,1
9310,چمن بسکہ,1
9311,بسکہ نُمو,1
9312,نُمو کرتا,1
9314,ہے خُود,1
9315,خُود بخود,1
9316,بخود پہنچے,1
9317,پہنچے ہے,1
9318,ہے گُل,1
9319,گُل گوشۂ,1
9320,گوشۂ دستار,1
9321,دستار کے,1
9322,پاس مر,1
9323,گیا پھوڑ,1
9324,پھوڑ کے,1
9325,سر غالب,1
9326,غالب وحشی,1
9327,وحشی ہَے,1
9328,ہَے بیٹھنا,1
9329,بیٹھنا اُس,1
9330,اُس کا,1
9331,کر تری,1
9305,دل آزار,1
9303,ہوجیے خُوبانِ,1
9333,دِیوار کے,1
9302,کھڑے ہوجیے,1
9275,بیمار کے,1
9276,پاس مَیں,1
9277,مَیں بھی,1
9278,بھی رُک,1
9279,رُک رُک,1
9280,رُک کے,1
9282,نہ مرتا,1
9283,مرتا جو,1
9284,جو زباں,1
9285,کے بدلے,1
9286,بدلے دشنہ,1
9287,دشنہ اِک,1
9288,اِک تیز,1
9289,تیز سا,1
9290,سا ہوتا,1
9291,ہوتا مِرے,1
9292,مِرے غمخوار,1
9293,غمخوار کے,1
9294,پاس دَہَنِ,1
9295,دَہَنِ شیر,1
9296,شیر میں,1
9297,جا بیٹھیے,1
9298,بیٹھیے لیکن,1
9299,لیکن اے,1
9301,نہ کھڑے,1
9332,تری دِیوار,1
9334,پاس آمدِ,1
9398,دل شاد,1
9367,تماشا کیجیۓ,1
9369,صورتِ نقشِ,1
9370,قدم ہوں,1
9371,ہوں رفتۂ,1
9372,رفتۂ رفتارِ,1
9373,رفتارِ دوست,1
9374,دوست عشق,1
9376,میں بیدادِ,1
9377,بیدادِ رشکِ,1
9378,رشکِ غیر,1
9380,نے مارا,1
9381,مارا مجھے,1
9382,مجھے کُشتۂ,1
9383,کُشتۂ دشمن,1
9384,دشمن ہوں,1
9385,ہوں آخر,1
9386,آخر گرچہ,1
9387,گرچہ تھا,1
9388,تھا بیمارِ,1
9389,بیمارِ دوست,1
9390,دوست چشمِ,1
9391,چشمِ ما,1
9392,ما روشن,1
9393,روشن کہ,1
9395,اس بے,1
9396,بے درد,1
9368,کیجیۓ صورتِ,1
9366,حیرت تماشا,1
9335,آمدِ خط,1
9365,سازئ حیرت,1
9337,ہے سرد,1
9338,سرد جو,1
9339,جو بازارِ,1
9340,بازارِ دوست,1
9341,دوست دودِ,1
9342,دودِ شمعِ,1
9344,کشتہ تھا,1
9345,شاید خطِ,1
9346,خطِ رخسارِ,1
9347,رخسارِ دوست,1
9348,دوست اے,1
9349,اے دلِ,1
9350,دلِ ناعاقبت,1
9351,ناعاقبت اندیش,1
9352,اندیش ضبطِ,1
9353,ضبطِ شوق,1
9354,کر کون,1
9355,کون لا,1
9356,لا سکتا,1
9358,ہے تابِ,1
9359,تابِ جلوۂ,1
9360,جلوۂ دیدارِ,1
9362,دوست خانہ,1
9363,خانہ ویراں,1
9364,ویراں سازئ,1
9524,دے بھول,1
9526,جائے کاش,1
9273,اِس عاشقِ,1
9695,ہوتا غمِ,1
9683,خو مجھے,1
9684,مجھے یہ,1
9685,کہ وصالِ,1
9686,وصالِ یار,1
9687,جان جُھوٹ,1
9688,جُھوٹ جانا,1
9689,ترے تیرِ,1
9690,تیرِ نیم,1
9691,ہوتا رگِ,1
9692,رگِ سنگ,1
9693,ہے غمِ,1
9694,عشق اگر,1
9697,ہے شبِ,1
9527,کاش يوں,1
9698,شبِ غم,1
9699,نہ غرقِ,1
9700,غرقِ دریا,1
9701,کی بُو,1
9702,بُو بھی,1
9703,یہ مسائلِ,1
9704,مسائلِ تصوّف,1
9705,تصوّف یہ,1
9706,بیان غالب,1
9708,ہوتا دل,1
9709,ہیں رہگزر,1
9710,رہگزر پہ,1
9681,اسد بد,1
9680,بنایا ہے,1
9679,نے بنایا,1
9678,خوبرویوں نے,1
9652,نہیں آخر,1
9653,آخر کہ,1
9654,ہے جستجوۓ,1
9655,جستجوۓ فرصتِ,1
9656,فرصتِ ربطِ,1
9657,ربطِ سرِ,1
9658,سرِ زانو,1
9659,مجھے چاہیے,1
9660,چاہیے درمانِ,1
9661,درمانِ ریشِ,1
9662,ریشِ دل,1
9663,بھی تیغِ,1
9664,تیغِ یار,1
9665,سے مرہمِ,1
9666,مرہمِ زنگار,1
9667,زنگار ہے,1
9668,وہ وسمۂ,1
9669,وسمۂ ابرو,1
9670,ابرو مجھے,1
9671,مجھے کثرتِ,1
9672,کثرتِ جور,1
9673,جور و,1
9674,و ستم,1
9676,گیا ہوں,1
9677,دماغ خوبرویوں,1
9711,وہ جمالِ,1
9712,جمالِ دلفروز,1
9713,دلفروز صورتِ,1
9742,ہوں ثوابِ,1
9744,پر طبعیت,1
9745,طبعیت ادھر,1
9746,آتی داغِ,1
9747,سے جاؤ,1
9748,جاؤ گے,1
9749,گے غالبؔ,1
9750,آتی عرضِ,1
9751,عرضِ نیازِ,1
9752,نیازِ عشق,1
9753,کے قابل,1
9754,قابل نہیں,1
9756,رہا جس,1
9761,رہا جاتا,1
9762,ہوں داغِ,1
9763,داغِ حسرتِ,1
9764,حسرتِ ہستی,1
9765,ہستی لئے,1
9766,لئے ہوئے,1
9767,ہوئے ہوں,1
9768,ہوں شمعِ,1
9769,کشتہ در,1
9770,در خورِ,1
9771,خورِ محفل,1
9772,محفل نہیں,1
9773,رہا مرنے,1
9743,ثوابِ طاعت,1
9741,ھے نیند,1
9714,صورتِ مہرِ,1
9740,معین ھے,1
9715,مہرِ نیمروز,1
9716,ستاں ناوکِ,1
9717,ناوکِ ناز,1
9718,ہی عکسِ,1
9719,عکسِ رخ,1
9720,کیوں قیدِ,1
9721,قیدِ حیات,1
9722,و بندِ,1
9723,بندِ غم,1
9724,پہ حسنِ,1
9725,حسنِ ظن,1
9726,گئی بو,1
9727,بو الہوس,1
9728,الہوس کی,1
9729,وہ غرورِ,1
9730,غرورِ عز,1
9731,یہ حجابِ,1
9732,حجابِ پاس,1
