,Bi_Grams,Freq
11176,ہے یارو,2
6582,پھر اے,2
2191,اک جہاں,2
10766,گیا پر,2
4983,ہے فردوس,2
2358,طاق نسیاں,2
13874,ہے صاحب,2
2677,صد دل,2
2190,تیری اک,2
2674,یک کف,2
10858,سکا وہ,2
6719,سے کس,2
6610,نہیں ہیں,2
4975,تھی یہ,2
6614,میں تمھیں,2
8358,کو میرے,2
5358,ہے وگرنہ,2
6428,میں پھرا,2
13889,فطرت نے,2
12605,سے جام,2
10854,کبھی نہ,2
6613,کہ جب,2
8187,ہوں گر,2
15772,محبت خویشتن,2
10872,پیار تھا,2
13776,تقدیر کی,2
5262,ہر طرف,2
2691,آیا ہوائے,2
2418,کرے جو,2
10873,تھا یا,2
10963,کے ہاتھوں,2
6568,غم کی,2
6618,سے نہاں,2
5014,کہوں کیا,2
2687,کشایش کو,2
2686,ہے کشایش,2
10774,دیکھا ہے,2
6569,وہ میرا,2
2685,آساں ہے,2
8093,میں تیرے,2
2684,جاوید آساں,2
2206,کے امتحاں,2
15930,پاک ہے,2
13895,رکھتی ہے,2
12458,کچھ ہو,2
6498,فصل گل,2
2679,بہ فیض,2
15586,رہے باقی,2
8342,نہیں سکتے,2
2366,مژگاں کا,2
12482,ہو کوئی,2
4993,گلستاں ہے,2
2100,کھاتا ہے,2
2145,آسماں کے,2
6474,آیا نہ,2
13866,کو سمجھا,2
2610,منت کش,2
6473,میں آیا,2
6472,کے خواب,2
15982,ہے مہتاب,2
15983,مہتاب کی,2
5311,جب ہوئے,2
6444,دشت نوردی,2
13730,درویشی کہ,2
6606,یہ کہہ,2
2102,میرا نہ,2
15989,میں دن,2
5337,سادگی ہائے,2
5155,تگ و,2
13727,یقیں سے,2
5321,ہو جاتے,2
6451,خود بخود,2
8201,کو نہیں,2
2148,سے گر,2
15599,و کسریٰ,2
8576,دے نہ,2
2643,رخ یار,2
14019,مسلماں بھی,2
13755,مستی کی,2
10782,کر دیا,2
8182,کو گماں,2
6487,میں کیوں,2
13871,کسے خبر,2
8536,سے ساقی,2
8538,جو ہم,2
4991,دوں کہ,2
2166,کہ ہیں,2
10838,جب بھی,2
8548,یہ کون,2
8344,جو یا,2
2382,میرے نالوں,2
2368,ہر یک,2
6480,اس بتِ,2
2156,کچھ اپنی,2
15598,قیصر و,2
6479,آج اس,2
13702,گریباں چاک,2
15970,رہی ہے,2
5165,سر پر,2
8257,تو سن,2
2698,قاتل کہ,2
8490,وہ آ,2
8406,جہاں تیرا,2
13929,جن کی,2
2460,میں نہاں,2
15710,پر کہ,2
13924,بخشے ہیں,2
11054,نہ آیا,2
6640,کی خانہ,2
8222,میں جس,2
13820,ہے پرسوز,2
13922,اللہ نے,2
5101,رب ہمیں,2
2444,ہر سو,2
5192,ہو بہ,2
2540,کا دہر,2
2744,طلب گار,2
13992,اب تک,2
13835,یہ ستارے,2
12498,کبھی اے,2
10957,یا کوئی,2
2566,حریف دم,2
5019,کم از,2
13812,جنوں بھی,2
6563,محبت کو,2
5220,خیال کو,2
5221,کو دیکھا,2
12548,بہار آ,2
13943,ازل سے,2
2733,آیا دھمکی,2
5041,طبعِ آرزو,2
5054,ضرور ہے,2
2505,آ کر,2
6671,غیر کے,2
8255,خوں میں,2
2510,کا نہیں,2
13828,آدم خاکی,2
2316,ہوا اور,2
10942,دن کہ,2
2323,اس بحر,2
2519,قیامت ہے,2
8409,قدم دیکھتے,2
15837,میں باقی,2
6658,کے ہو,2
6551,کے کیا,2
6686,ہے کام,2
2491,بغل میں,2
2787,گزر میں,2
6550,بن کے,2
10938,در و,2
2532,غالبؔ کہ,2
2535,ہے عالم,2
2536,عالم کے,2
13946,کا طریق,2
13982,بھی یہ,2
13811,کا جنوں,2
15861,لا مکاں,2
11236,کے گریباں,2
2811,سازی وحشت,2
8471,پائی دردِ,2
8472,دردِ بے,2
5249,شمع ہوں,2
6760,و گلِ,2
5250,ہوں لیکن,2
2242,شوق نہیں,2
8475,ہے اعتمادِ,2
8476,اعتمادِ دل,2
2810,چارہ سازی,2
2701,بہ خوں,2
2236,کے قدم,2
8480,پایا حالِ,2
6521,ہے کسی,2
8211,دوست دشمن,2
5110,کہ دنیا,2
5199,تمنا سے,2
8482,نے بار,2
15906,مقام سے,2
8149,رہ و,2
8486,پایا شورِ,2
8487,شورِ پندِ,2
8488,پندِ ناصح,2
2814,کر سکے,2
2225,کے وہ,2
12654,منتظر ہیں,2
5108,محشرِ خیال,2
2283,زباں کے,2
11210,نام پہ,2
13805,سے اس,2
13804,زور سے,2
8114,کعبہ میں,2
10913,راہ پر,2
2274,کا نام,2
14073,و عشق,2
8450,داغِ دل,2
2270,پہ بار,2
10910,ملے گا,2
10908,بھر جو,2
4932,ہر ورق,2
6532,جب دل,2
14054,اپنی خودی,2
8131,رہے نہ,2
13916,نہیں پہنائے,2
11205,یہ دل,2
8459,کا ہم,2
2260,نہ لگے,2
5238,اپنے حسن,2
14057,ڈوب جا,2
14056,میں ڈوب,2
6524,کے دل,2
6523,دے کے,2
8138,میں ڈال,2
2276,آیا کہ,2
3049,باقی نہیں,2
2840,ساماں نکلا,2
4351,کاوشِ ناخن,2
4349,کہ ذوقِ,2
4347,لگا دل,2
4346,ٹپکانے لگا,2
4345,خوننابہ ٹپکانے,2
4344,سے خوننابہ,2
4342,اس رنگ,2
14735,کی گھڑی,2
4341,ناگہاں اس,2
4340,تھا ناگہاں,2
4339,باب تھا,2
3973,مژگاں بہ,2
4338,کا باب,2
4337,سوختن کا,2
4336,تک سوختن,2
14727,ہیں سب,2
4335,آسماں تک,2
4334,سے آسماں,2
4350,ذوقِ کاوشِ,2
4352,ناخن سے,2
4332,یاں زمیں,2
4353,سے لذت,2
4366,کبھی صبا,2
3930,مژگاں کئے,2
7381,میں میں,2
4365,ہیں کبھی,2
14762,یہ جہان,2
3937,لگا ہے,2
4362,در کو,2
3942,چاکِ گریباں,2
4359,میں دیوار,2
4357,جو ہجر,2
3946,نالہ ہائے,2
4356,یہ ہم,2
4355,یاب تھا,2
3949,بار ہے,2
7369,سے پر,2
4354,لذت یاب,2
7367,نہ سہی,2
7342,کہیں اس,2
3984,ہیں دل,2
4305,ناز محوِ,2
4319,بساطِ صحبتِ,2
4011,ہے خریدار,2
4012,خریدار کی,2
4014,طلب عرضِ,2
4015,عرضِ متاعِ,2
4016,متاعِ عقل,2
4017,عقل و,2
4317,گل واں,2
4316,بیخودی جلوہٴ,2
4315,بزمِ بیخودی,2
4314,شمعِ بزمِ,2
4313,روشن شمعِ,2
4312,تھا روشن,2
7318,نہ کیا,2
4310,نفس کرتا,2
4309,یاں نفس,2
4308,کمخواب تھا,2
4307,بالشِ کمخواب,2
4318,واں بساطِ,2
14707,مے خانۂ,2
4331,رنگ کا,2
4320,صحبتِ احباب,2
4330,موجِ رنگ,2
4328,طوفاں تھا,2
3991,و خیال,2
7335,جو اس,2
4327,واں طوفاں,2
4326,عرش واں,2
4325,تا عرش,2
4324,سے تا,2
4323,فرش سے,2
4322,تھا فرش,2
4321,احباب تھا,2
4000,ملامت کو,2
4001,کو جائے,2
4002,جائے ہے,2
4003,ہے پندار,2
4004,پندار کا,2
4005,کا صنم,2
4367,صبا کو,2
4369,کبھی نامہ,2
4370,بر کو,2
4466,کی جس,2
14886,جسے حق,2
4461,میں مگر,2
7492,وہ دن,2
3796,داد مگر,2
4451,غالب ورنہ,2
4449,بنا دیا,2
3806,اُس کے,2
11785,کیا تو,2
3808,کہ اہلِ,2
7191,حجت ہے,2
7474,ہو مجھ,2
11794,نے ہمیں,2
7468,مہر و,2
4438,کو آج,2
4436,تمنا مجھ,2
4435,جس کی,2
4434,تھی جس,2
3783,نہ ملے,2
11759,نے سخن,2
4375,ہمارے خدا,2
11758,کس نے,2
14459,با زمانہ,2
11728,کس پر,2
3734,عدو کے,2
7539,نہیں سکتی,2
4489,کا عشق,2
4487,ہے دماغ,2
14474,ہوش و,2
14475,و خرد,2
14477,شکار کر,2
7165,معذور نہیں,2
12072,زیادہ تو,2
14484,ہو حجاب,2
12071,اتنا زیادہ,2
14487,تو خود,2
7511,نہیں دل,2
3768,ہے یاں,2
3769,یاں تک,2
14848,کر دے,2
4429,تنہائی کا,2
11814,بتوں نے,2
4421,پر غالب,2
7406,در پر,2
4383,اپنے گھر,2
4382,کبھی اپنے,2
4380,ہم ان,2
11861,ابر بہار,2
4379,کبھی ہم,2
4378,ہے کبھی,2
4377,قدرت ہے,2
4376,کی قدرت,2
3906,مدّت ہوئی,2
3910,کو مہماں,2
3913,ہوئے جوشِ,2
3914,جوشِ قدح,2
3915,قدح سے,2
3916,سے بزمِ,2
3917,بزمِ چراغاں,2
3918,چراغاں کئے,2
11853,گیا نہ,2
4386,نظر لگے,2
4387,لگے نہ,2
4404,کیا دیکھیں,2
11826,پڑی ہیں,2
4410,و گہر,2
4408,طالعِ لعل,2
4407,اوجِ طالعِ,2
4406,ہم اوجِ,2
4405,دیکھیں ہم,2
7431,کس لیے,2
3868,علی کے,2
4388,کے دست,2
4398,ہیں ترے,2
7419,نہ جائے,2
11844,ہوئے وہ,2
4393,لوگ کیوں,2
4392,یہ لوگ,2
4391,بازو کو,2
4390,و بازو,2
4306,محوِ بالشِ,2
14689,تب و,2
12094,سادہ تو,2
4154,مقدور ہو,2
14606,گزر مصر,2
4159,پوچھوں کہ,2
4160,کہ اے,2
4282,گل نے,2
4280,تھا جلوہٴ,2
14602,تو ابھی,2
4279,نایاب تھا,2
4278,نگہ نایاب,2
4277,تارِ نگہ,2
4276,میں تارِ,2
4275,اشک میں,2
4274,ہجومِ اشک,2
4273,یاں ہجومِ,2
4272,خیال یاں,2
4271,پرونے کا,2
4270,موتی پرونے,2
4269,تھا موتی,2
4157,خاک سے,2
14608,و حجاز,2
4267,آرائی کو,2
14609,حجاز سے,2
14624,گزر بادہ,2
14623,خیام سے,2
14622,و خیام,2
4137,سیم تن,2
14621,حور و,2
14620,ہے حور,2
14619,جزا کچھ,2
14618,کی جزا,2
4142,فراق میں,2
14617,غرض اس,2
14616,بے غرض,2
14615,عمل ہے,2
14614,کا عمل,2
14613,گزر جس,2
14612,شام سے,2
4284,واں چراغاں,2
4283,کیا تھا,2
4268,کو تھا,2
4266,خود آرائی,2
14688,و تب,2
4247,گرداب تھا,2
4245,اک حلقہٴ,2
4243,جوّالہ ہر,2
4242,شعلہٴ جوّالہ,2
4241,تھا شعلہٴ,2
4209,غالب ہم,2
4240,آب تھا,2
4213,میں بہار,2
4239,ابر آب,2
4238,زہرہٴ ابر,2
4237,سے زہرہٴ,2
4236,سوزِ دل,2
14555,بھی شرمسار,2
4235,برقِ سوزِ,2
4234,کہ برقِ,2
4233,شب کہ,2
4224,بھی کیا,2
4231,رکھتے تھے,2
4246,حلقہٴ گرداب,2
4201,نہیں میں,2
4265,واں خود,2
4249,واں کرم,2
4264,سیلاب تھا,2
4263,کف سیلاب,2
4183,تھے تو,2
4262,بالش کف,2
4261,پنبہٴ بالش,2
4260,یاں پنبہٴ,2
11984,چلے تو,2
4259,سے یاں,2
4258,گریے سے,2
4257,خرام گریے,2
4256,گیرِ خرام,2
4255,عناں گیرِ,2
4254,تھا عناں,2
4253,بارش تھا,2
4252,عذرِ بارش,2
4251,کو عذرِ,2
4250,کرم کو,2
14627,جام سے,2
14628,گزر گرچہ,2
14629,گرچہ ہے,2
11946,پہ سر,2
4295,یاں سرِ,2
4065,مقابل میں,2
4293,ناب تھا,2
4292,خونِ ناب,2
4291,سے خونِ,2
4290,چشمِ تر,2
4289,مژگانِ چشمِ,2
7291,لو وہ,2
14668,ایسے امام,2
14667,گزر ایسے,2
14666,نماز سے,2
14665,ایسی نماز,2
14664,سرور ایسی,2
14662,نماز بے,2
14661,تیری نماز,2
14660,حضور تیری,2
4081,مے سے,2
4296,سرِ پرشور,2
4060,پہ پریشاں,2
4128,کیا خاک,2
4059,رُخ پہ,2
4304,فرقِ ناز,2
4303,وہ فرقِ,2
4302,جو واں,2
4301,دیوار جو,2
4300,تھا دیوار,2
4299,سے تھا,2
4298,بیخوابی سے,2
4297,پرشور بیخوابی,2
4049,مانگے ہے,2
4050,پهر کسی,2
4052,کو لبِ,2
4053,لبِ بام,2
4054,بام پر,2
4055,پر ہوس,2
4056,ہوس زلفِ,2
4057,زلفِ سیاہ,2
4058,سیاہ رُخ,2
14659,بے حضور,2
14658,امام بے,2
14657,تیرا امام,2
4086,کہ در,2
14643,شگاف تیری,2
4110,ہوئے غالب,2
14642,کوہ شگاف,2
14641,گزر کوہ,2
14640,دام سے,2
14639,و دام,2
14638,دانہ و,2
4117,جوشِ اشک,2
4118,اشک سے,2
4287,یاں رواں,2
4286,آبجو یاں,2
14635,طائرک بلند,2
14634,بہار طائرک,2
14633,فرنگ کی,2
14632,حسن فرنگ,2
14631,بہت حسن,2
4285,چراغاں آبجو,2
14644,تیری ضرب,2
14645,ضرب تجھ,2
4106,بیٹهے ہیں,2
14652,ہلال کی,2
4089,کے پڑے,2
4090,پڑے رہیں,2
4091,رہیں سر,2
14656,گزر تیرا,2
14655,نیام سے,2
14654,عیش نیام,2
14653,طرح عیش,2
4097,ہوئے جی,2
7289,اٹھتے ہیں,2
14651,تیغ ہلال,2
14650,غرب تیغ,2
14649,و غرب,2
14648,شرق و,2
4288,رواں مژگانِ,2
4103,کے رات,2
4104,رات دن,2
14458,تو با,2
4509,جنت کا,2
2854,کی یا,2
15333,مدت کے,2
14218,وہ مرد,2
11393,دست دعا,2
15328,دے رہے,2
14221,آتا نہیں,2
14222,نہیں مجھ,2
11400,سر شام,2
3152,سے کرے,2
4764,خلوت و,2
7907,کہا کہ,2
7906,نے کہا,2
6924,ہیں خواب,2
11410,جس ادا,2
11411,ادا سے,2
7898,کی تو,2
3175,نہ دیں,2
3176,دیں گے,2
15298,کے نشیمن,2
3139,ہے اسدؔ,2
7925,یار نے,2
3198,پائی درد,2
15336,کا انداز,2
3092,داغوں کی,2
4800,ہے زباں,2
6895,ناز ہے,2
3096,کا کروں,2
3097,کروں کیا,2
7954,پا کہ,2
3101,اور افسردگی,2
3102,افسردگی کی,2
3103,کی آرزو,2
12316,جاتی تھی,2
4794,صبا سے,2
3107,تپاک اہل,2
3108,اہل دنیا,2
3115,باز ہے,2
11380,عہد وفا,2
7937,ہوا کہ,2
4779,صبا ہے,2
3187,مدعا پایا,2
3199,درد بے,2
11448,ہوئے ان,2
11432,کچھ جلا,2
7872,نہ کرے,2
3283,نقش پا,2
7871,پر نہ,2
11434,لیا اور,2
11436,کیا دیکھنے,2
11437,دیکھنے کو,2
11438,کو باقی,2
11439,ہے آپ,2
3292,تا کے,2
11440,لگا کے,2
11441,لیا وہ,2
11442,وہ مرے,2
11443,مرے ہو,2
11444,ہو کے,2
11445,بھی مرے,2
11446,مرے نہ,2
3300,خاک بازی,2
11433,جلا کے,2
11430,دل بہت,2
3202,پایا دوست,2
11429,لیا دل,2
7889,یہ دیکھنا,2
3214,نالہ نارسا,2
3215,نارسا پایا,2
3219,پرکاری بے,2
3220,بے خودی,2
3221,خودی و,2
8621,غمِ دل,2
3233,لگا کھلنے,2
3234,کھلنے آج,2
3251,بارہا ڈھونڈا,2
3252,ڈھونڈا تم,2
3254,بارہا پایا,2
11424,راز الفت,2
11425,الفت چھپا,2
7882,کہا تو,2
7881,جو کہا,2
11426,چھپا کے,2
3091,ورنہ داغوں,2
3090,دکھاتا ورنہ,2
3089,کو دکھاتا,2
4865,سے اے,2
12373,کا بھی,2
11296,حساب آج,2
4860,دن بھی,2
8025,گھر یاد,2
2971,بیاباں نکلا,2
4852,سے مت,2
8013,نہیں کم,2
4845,ہے لیکن,2
11316,بھی ہم,2
2991,کب تک,2
11320,اس طرح,2
12351,موسم گل,2
12348,بھول گئے,2
7995,ایجاد نہیں,2
14161,اہل خرد,2
14162,خرد کا,2
14163,کا مقام,2
11293,غم جہاں,2
2957,سو تیر,2
3087,نہیں تجھ,2
2955,کہتے تھے,2
4910,بے ربطیِ,2
2859,سے پرافشاں,2
2860,پرافشاں نکلا,2
6801,کے باب,2
8084,دی ہے,2
6808,تک نہ,2
11258,آئے اس,2
8064,کے تلے,2
2927,میری قسمت,2
4881,ہے بزمِ,2
6828,چنگ و,2
8050,فریاد نہیں,2
4875,و بازوئے,2
15458,تن آساں,2
2950,سینے میں,2
8041,تسلیم و,2
11288,و وفا,2
15402,بھی کہ,2
3012,آئینے میں,2
6869,حیراں ہوں,2
7984,پڑھ کے,2
3059,عدم سے,2
3060,بھی پرے,2
3061,پرے ہوں,2
3062,ورنہ غافل,2
3063,غافل بارہا,2
3064,بارہا میری,2
11358,تو وہ,2
3067,آتشیں سے,2
3070,عنقا جل,2
3071,گیا عرض,2
3075,اندیشہ کی,2
3077,گرمی کہاں,2
3079,کچھ خیال,2
3080,خیال آیا,2
3082,تھا وحشت,2
3083,وحشت کا,2
3085,صحرا جل,2
3058,میں عدم,2
3056,تھا جل,2
3055,جو تھا,2
3038,کی مانند,2
3022,خانہ خراب,2
11343,کا پھر,2
11344,پھر کوئی,2
3028,دل مرا,2
3031,نہاں سے,2
3033,بے محابا,2
14180,سرور و,2
3039,مانند گویا,2
3054,لگی ایسی,2
3040,گویا جل,2
12330,سے فرصت,2
3047,یار تک,2
3048,تک باقی,2
3050,نہیں آگ,2
3051,آگ اس,2
3053,میں لگی,2
11447,نہ ہوئے,2
7855,سے نکلے,2
7143,کہتا ہوں,2
3508,تیغ یار,2
7705,ہوں دل,2
15097,سکا نہ,2
12195,ہے وہی,2
15091,یا کہ,2
12193,میں عالم,2
4630,ہے غبارِ,2
3541,غالب کی,2
4626,اے فلک,2
7683,گری سے,2
4621,یک جہاں,2
14354,بجلی سے,2
12183,پیام آیا,2
3552,کشِ دوا,2
3555,نہ اچھا,2
3556,اچھا ہوا,2
3557,ہوا برا,2
7049,و ہوا,2
4647,کی طرف,2
7020,سہی تم,2
3567,ہوا وہ,2
7720,کہ تیرے,2
3469,مری زنجیر,2
7006,میں اک,2
15141,مقام شوق,2
15138,گھات میں,2
4667,لب ریزِ,2
7737,اے کاش,2
12215,اب کے,2
15133,سازگار نہیں,2
11555,لب پر,2
7016,مجھ پہ,2
7727,پوچھتا ہوں,2
3493,ہے پرواز,2
11564,کلام پہ,2
4655,ہمیں منظور,2
3498,لذت ایجاد,2
7722,گھر کا,2
7721,تیرے گھر,2
15066,بے بنیاد,2
15064,ہے کار,2
11449,کو اپنا,2
12144,ہے بہت,2
3650,سے سوا,2
4557,ہے ورنہ,2
12130,کا کس,2
14984,آباد مری,2
11678,ہر صدا,2
11679,صدا پر,2
14980,اہل نظر,2
3676,خدا کا,2
7111,لوگ کہتے,2
12122,میں کوئی,2
11701,صحن گلشن,2
3701,ہے بن,2
3702,نہیں پڑتی,2
3707,روزِ جزا,2
11711,سے ہر,2
12100,بھر کے,2
3722,کو وہ,2
15002,ہے مے,2
4566,سے ہوتا,2
7662,رحم آتا,2
7091,دور نہیں,2
3578,جو کبھی,2
4593,کو دوں,2
7643,پر میں,2
14382,و سناں,2
3618,تجھ سا,2
15022,کیا مجال,2
3620,غالب غزل,2
3621,غزل سرا,2
3622,سرا نہ,2
7629,نہیں مگر,2
7085,کی بات,2
4575,آئینے پر,2
14395,صوفی نے,2
3629,ہو سب,2
3631,کے سامنے,2
7088,جائے تو,2
4569,ہے تماشا,2
3468,حلقہ مری,2
3467,ہے حلقہ,2
3465,آتش دیدہ,2
11466,سکی عشق,2
11468,آزما کے,2
4740,و بس,2
7823,کرے کہ,2
3349,تھا خواب,2
3350,میں خیال,2
6951,سے تری,2
3355,گل کو,2
7808,میں اپنے,2
4721,نازک و,2
7801,کوئے یار,2
3367,ہے زخم,2
3369,قاتل کو,2
15201,فقیہ شہر,2
3372,دل کشا,2
4718,لرزاں ہے,2
6961,ہیں بے,2
7792,ہوں اس,2
11467,کو آزما,2
11465,نہ سکی,2
3464,موئے آتش,2
15240,مری نوا,2
11450,اپنا بنا,2
11451,بنا کے,2
11452,لیا آج,2
11453,آج ان,2
11454,کچھ ہم,2
11455,نے سب,2
11456,سب کی,2
11457,کی نظریں,2
11458,نظریں بچا,2
7843,مجھے بتا,2
11460,لیا فیضؔ,2
11461,فیضؔ تکمیل,2
11462,تکمیل غم,2
11463,غم بھی,2
3322,تغافل کو,2
15242,ہے سوز,2
15241,نوا میں,2
11504,یوں کہ,2
3384,نے نقش,2
6974,چاہیے ہے,2
7775,رو کے,2
3433,شوق دیکھا,2
14299,نشاط انگیز,2
3437,شمشیر سے,2
3439,باہر ہے,2
3440,دم شمشیر,2
3441,شمشیر کا,2
3442,کا آگہی,2
3445,شنیدن جس,2
3446,قدر چاہے,2
3447,چاہے بچھائے,2
3450,عنقا ہے,2
15152,جن کے,2
3454,تقریر کا,2
3455,کا بسکہ,2
3456,بسکہ ہوں,2
3459,اسیری میں,2
3460,بھی آتش,2
3425,لانا ہے,2
3424,کا لانا,2
3423,شام کا,2
3410,پیرہن ہر,2
