,Uni_Grams,Freq
2336,واے,1
2337,فسردہ,1
2339,حَلِ,1
2340,معماے,1
2343,مشتاقِ,1
2344,پندارِ,1
2346,کہلاؤ,1
2352,علائیؔ,1
2353,لکھوائی,1
2354,گرِ,1
2355,بدی,1
2356,بگڑ,1
2359,مژدۂ,1
2361,مذکور,1
2331,بہتر,1
2328,موقوفِ,1
2301,تھمے,1
2327,بوتراب,1
2302,باگ,1
2303,پاہے,1
2304,رکاب,1
2306,جتنا,1
2308,مشہود,1
2310,مشاہدہ,1
2311,مشتمل,1
2312,نمودِ,1
2313,صُوَر,1
2314,وجودِ,1
2316,اداے,1
2319,پیشِ,1
2320,آینہ,1
2323,جاگے,1
2324,ندیمِ,1
2325,مشغولِ,1
2326,بندگیِ,1
2230,پیرایہ,1
2227,شفق,1
2363,ہستیِ,1
2127,موسمِ,1
2130,وقفِ,1
2131,سودائے,1
2132,خیز,1
2134,ستوں,1
2135,گرانِ,1
2138,گلگونِ,1
2139,نکہت,1
2140,سوار,1
2141,شکستِ,1
2142,مہمیز,1
2143,حسد,1
2145,نظاّرہ,1
2148,بھروں,1
2151,ہفت,1
2154,شکلِ,1
2156,کاہلی,1
2157,حاصلی,1
2129,پیماں,1
2126,ویرانہ,1
2160,عاملی,1
2125,گنج,1
2099,شبستاں,1
2100,دیواروں,1
2101,نکوہش,1
2103,خندۂ,1
2105,وَش,1
2109,نیک,1
2110,مخالف,1
2111,گلخن,1
2113,زندانیِ,1
2114,تاثیرِ,1
2115,خوباں,1
2116,نوازش,1
2118,سَرو,1
2120,دیوانگاں,1
2121,حاملِ,1
2123,نہانِ,1
2124,تمیز,1
2159,دِیہ,1
2161,پدر,1
2225,دولتِ,1
2196,پڑوں,1
2199,ٹوٹ,1
2200,زن,1
2201,بھاگے,1
2202,دابتے,1
2203,راہزن,1
2204,مرہم,1
2207,سَوا,1
2208,فگار,1
2210,رے,1
2212,بعدِ,1
2213,ہلتے,1
2215,اڑتے,1
2216,الجھتے,1
2218,دکھتے,1
2220,پیتا,1
2221,دھو,1
2224,نگاہانِ,1
2198,ہیہات,1
2195,لگن,1
2163,بدر,1
2193,ضد,1
2164,قابلی,1
2165,وارستہ,1
2166,عداوت,1
2168,اختلاط,1
2169,تذکرۂ,1
2171,سبیلِ,1
2172,چارۂ,1
2174,کھنیچتا,1
2175,خجالت,1
2176,بجائے,1
2179,زبونیِ,1
2181,وارستگی,1
2182,بہانۂ,1
2183,بیگانگی,1
2184,مٹتا,1
2185,فوتِ,1
2190,دھوتا,1
2362,شاہدِ,1
2364,مطلق,1
2624,بتخانہ,1
2536,کوجے,1
2541,ریختہ,1
2543,فارسی,1
2544,گفتۂ,1
2547,جُز,1
2549,تقاضائے,1
2551,مزدوریِ,1
2552,عشر,1
2553,تگہِ,1
2556,نکو,1
2557,نامیِ,1
2558,بینش,1
2559,طوفانِ,1
2561,لطمۂ,1
2562,سیلیِ,1
2563,محرومیِ,1
2564,بدا,1
2566,تمکینِ,1
2539,محیطِ,1
2533,ظریف,1
2568,سَبَدِ,1
2529,برو,1
2501,تمھاری,1
2502,لٹاتا,1
2504,پہچانتا,1
2505,راہبر,1
2506,احمقوں,1
2507,پرستش,1
2508,پوجتا,1
2511,قیاس,1
2513,دلپذیر,1
2514,سوارِ,1
2515,سمندِ,1
2516,دیکھوں,1
2517,بہادرِ,1
2518,ناشگفتہ,1
2519,دکھا,1
2525,پیے,1
2527,آن,1
2567,گزرِ,1
2570,گلچیں,1
2497,نوحہ,1
2601,کارگر,1
2603,جانیں,1
2604,شیون,1
2605,سنجانِ,1
2606,ہمدمی,1
2608,خونچکاں,1
2609,شرمائے,1
2612,شناور,1
2613,جوے,1
2615,بننے,1
2616,کاں,1
2617,آہن,1
2618,کھیت,1
2619,آوے,1
2620,ڈھونڈے,1
2621,وفاداری,1
2622,بشرطِ,1
2623,استواری,1
2602,زبانوں,1
2600,بیانی,1
2571,مژدہ,1
2598,کھائے,1
2574,نفی,1
2577,تراوش,1
2578,جایے,1
2581,مہریِ,1
2582,طعنہ,1
2583,بھولا,1
2584,حقِ,1
2585,کنشت,1
2586,وانگبیں,1
2589,منحرف,1
2590,رسمِ,1
2591,ٹیڑھا,1
2592,قط,1
2593,قلمِ,1
2594,نوشت,1
2595,لہنا,1
2597,ملخ,1
2500,باندھیے,1
2496,پیٹوں,1
2366,تقلیدِ,1
2396,پتا,1
2399,جانگداز,1
2401,کشتی,1
2404,حجاج,1
2406,پکار,1
2407,زنِ,1
2410,ندیم,1
2411,ٹکڑے,1
2412,شامل,1
2414,حورو,1
2415,وہیں,1
2416,گھائل,1
2417,طُرفِ,1
2418,کلہ,1
2419,غنیمت,1
2421,نباہی,1
2422,نقل,1
2427,شہرۂ,1
2398,ناچار,1
2393,تکرار,1
2429,شمشیرِ,1
2389,مشہور,1
2367,تنک,1
2368,ظرفیِ,1
2369,منصور,1
2370,پرُ,1
2371,عربدہ,1
2372,گوں,1
2373,تنِ,1
2374,رنجور,1
2376,لینگے,1
2377,رعونت,1
2381,صاف,1
2382,دُردی,1
2383,افشردۂ,1
2384,انگور,1
2385,ظہوریؔ,1
2386,خفائی,1
2387,دعوے,1
2428,تیزیِ,1
2431,گردشِ,1
2495,روؤں,1
2461,سہل,1
2465,شوریدگی,1
2466,وَ,1
2468,گنجایشِ,1
2469,عداوتِ,1
2471,نوائے,1
2473,صفِ,1
2474,روکشی,1
2475,آنکہ,1
2476,خلشِ,1
2478,لڑتے,1
2481,ہشیار,1
2482,مزے,1
2484,تواں,1
2485,شمائل,1
2488,مجھی,1
2491,غارت,1
2493,سواے,1
2462,کٹ,1
2460,ملنا,1
2432,مدام,1
2459,چکے,1
2433,گھبرا,1
2436,مٹاتا,1
2437,لوحِ,1
2439,مکرر,1
2441,عقوبت,1
2442,گناہگار,1
2444,زَر,1
2445,رتبہ,1
2446,کمتر,1
2447,منعِ,1
2448,بوس,1
2450,برابر,1
2451,وظیفہ,1
2452,شاہ,1
2453,نوکر,1
2454,دیوانگی,1
2456,زناّر,1
4471,بدلی,1
